"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order","Perceived_TargetRing_Position"
"Exp4_ES3",5,110,135.019066886279,"far","near","near",2.5,1,1,"target in center of ring"
"Exp4_ES3",22,259,207.983882662561,"far","far","far",1.25,1,2,"target in center of ring"
"Exp4_ES3",3,182,164.631892724148,"mid","near","near",0.625,1,3,"target in center of ring"
"Exp4_ES3",7,89,244.748603551991,"far","near","near",0.625,1,4,"ring obstructs target"
"Exp4_ES3",11,251,216.623997421942,"near","near","near",0.625,1,5,"target in center of ring"
"Exp4_ES3",22,143,205.204422980521,"far","far","far",1.25,2,6,"target in center of ring"
"Exp4_ES3",19,161,136.170465124606,"near","far","far",0.625,1,7,"target outside ring"
"Exp4_ES3",9,195,209.143673016328,"near","near","near",2.5,1,8,"target in center of ring"
"Exp4_ES3",24,194,164.837931466628,"far","no flankers","far",Inf,1,9,"unsure or no ring"
"Exp4_ES3",15,303,306.272338692352,"mid","far","far",0.625,1,10,"ring obstructs target"
"Exp4_ES3",22,101,97.2646179461473,"far","far","far",1.25,3,11,"target in center of ring"
"Exp4_ES3",7,104,130.567888857061,"far","near","near",0.625,2,12,"target outside ring"
"Exp4_ES3",13,24,40.4416043039244,"mid","far","far",2.5,1,13,"target not in center of ring"
"Exp4_ES3",23,261,150.926086723002,"far","far","far",0.625,1,14,"target in center of ring"
"Exp4_ES3",10,354,326.358027785735,"near","near","near",1.25,1,15,"target in center of ring"
"Exp4_ES3",11,269,97.9259166427958,"near","near","near",0.625,2,16,"target in center of ring"
"Exp4_ES3",7,66,56.3815883700945,"far","near","near",0.625,3,17,"target not in center of ring"
"Exp4_ES3",8,125,126.116710827843,"far","no flankers","near",Inf,1,18,"unsure or no ring"
"Exp4_ES3",18,223,235.994678279863,"near","far","far",1.25,1,19,"target outside ring"
"Exp4_ES3",8,27,38.5768762532226,"far","no flankers","near",Inf,2,20,"unsure or no ring"
"Exp4_ES3",6,343,344.804712116872,"far","near","near",1.25,1,21,"unsure or no ring"
"Exp4_ES3",16,239,228.315892652535,"mid","no flankers","far",Inf,1,22,"unsure or no ring"
"Exp4_ES3",23,223,57.3349326840447,"far","far","far",0.625,2,23,"target in center of ring"
"Exp4_ES3",21,300,304.224662525065,"far","far","far",2.5,1,24,"target in center of ring"
"Exp4_ES3",13,94,102.383808364365,"mid","far","far",2.5,2,25,"target not in center of ring"
"Exp4_ES3",8,242,246.236823259811,"far","no flankers","near",Inf,3,26,"unsure or no ring"
"Exp4_ES3",6,173,124.632984818104,"far","near","near",1.25,2,27,"unsure or no ring"
"Exp4_ES3",15,313,122.860570037239,"mid","far","far",0.625,2,28,"ring obstructs target"
"Exp4_ES3",17,17,22.5244378401604,"near","far","far",2.5,1,29,"target in center of ring"
"Exp4_ES3",10,176,185.404056860498,"near","near","near",1.25,2,30,"target in center of ring"
